"Group","Type","CurrentGameVersion","ID","Loader","CurrentVersion","Name","Description","Category","Jar","NextVersion","NextVersionUrl","NextGameVersion","LatestVersion","LatestVersionUrl","LatestGameVersion","Url","CurrentVersionUrl","UrlDirect","CurrentDependencies","CurrentDependenciesRequired","CurrentDependenciesOptional","LatestDependencies","LatestDependenciesRequired","LatestDependenciesOptional","Host","ApiSource","ClientSide","ServerSide","Title","ProjectDescription","IconUrl","IssuesUrl","SourceUrl","WikiUrl","AvailableGameVersions","RecordHash"
"required","mod","1.21.11","inventory-totem","fabric","1.21.11-3.4-fabric+forge+neo","Inventory Totem","Totem effect works from inventory","Inventory Enhancements","inventorytotem-1.21.11-3.4.jar","","","26.1.2","1.21.11-3.4-fabric+forge+neo","https://cdn.modrinth.com/data/yQj7xqEM/versions/IzZmDI2F/inventorytotem-1.21.11-3.4.jar","1.21.11","https://modrinth.com/mod/inventory-totem","https://cdn.modrinth.com/data/yQj7xqEM/versions/IzZmDI2F/inventorytotem-1.21.11-3.4.jar","","required: e0M1UDsY","","","required: e0M1UDsY,e0M1UDsY,e0M1UDsY,e0M1UDsY,e0M1UDsY,e0M1UDsY,e0M1UDsY","","","modrinth","modrinth","unsupported","required","Inventory Totem","🎴 Makes the totem of undying effect work when it's anywhere in the inventory.","https://cdn.modrinth.com/data/yQj7xqEM/icon.png","https://github.com/Serilum/.issue-tracker/labels/Mod: Inventory Totem","https://github.com/Serilum/Inventory-Totem","","1.16.5,1.18.2,1.19.2,1.19.3,1.19.4,1.20,1.20.1,1.20.2,1.20.3,1.20.4,1.20.5,1.20.6,1.21,1.21.1,1.21.10,1.21.2,1.21.3,1.21.4,1.21.5,1.21.6,1.21.7,1.21.8,1.21.9","071e65e1b74215c004dc89853e41c4428ee17ac150052ef3d1c4937cf48a3600"
"required","mod","1.21.11","appleskin","fabric","3.0.8+mc1.21.11","AppleSkin","Detailed food/saturation HUD","Inventory Enhancements","appleskin-fabric-mc1.21.11-3.0.8.jar","","","26.1.2","3.0.8+mc1.21.11","https://cdn.modrinth.com/data/EsAfCjCV/versions/59ti1rvg/appleskin-fabric-mc1.21.11-3.0.8.jar","1.21.11","https://modrinth.com/mod/appleskin","https://cdn.modrinth.com/data/EsAfCjCV/versions/59ti1rvg/appleskin-fabric-mc1.21.11-3.0.8.jar","","required: P7dR8mSH","","","required: P7dR8mSH","","","modrinth","modrinth","optional","optional","AppleSkin","Food/hunger-related HUD improvements","https://cdn.modrinth.com/data/EsAfCjCV/icon.png","https://github.com/squeek502/AppleSkin/issues","https://github.com/squeek502/AppleSkin","","1.10.2,1.11.2,1.12.2,1.13.2,1.14.4,1.15.2,1.16.4,1.16.5,1.17.1,1.18,1.18.1,1.18.2,1.19,1.19.1,1.19.2,1.19.3,1.19.4,1.20,1.20.1,1.20.2,1.20.3,1.20.4,1.20.5,1.20.6,1.21,1.21.1,1.21.2,1.21.3,1.21.4,1.21.5,1.21.6,1.21.7,1.21.8,1.21.9,24w14potato","3bd7e6c2da00388cb9f61336d4086209ed8ef7e8d3b2228224b8fff80139318a"
"required","mod","1.21.11","inventoryhudplus","fabric","3.4.29","Inventory HUD+","Display inventory on screen","Inventory Enhancements","inventoryhud.fabric.1.21.11-3.4.29.jar","","","26.1.2","3.4.29","https://cdn.modrinth.com/data/Kp2uclYl/versions/mZy4fW0C/inventoryhud.fabric.1.21.11-3.4.29.jar","1.21.11","https://modrinth.com/mod/inventoryhudplus","https://cdn.modrinth.com/data/Kp2uclYl/versions/mZy4fW0C/inventoryhud.fabric.1.21.11-3.4.29.jar","","","","","","","","modrinth","modrinth","required","unsupported","InventoryHUD+","Adds your main inventory, potion effects and your equipments to your HUD. And few other features.","https://cdn.modrinth.com/data/Kp2uclYl/9a7a5546c3e77ecac35c07bf5ea3ec7e71c9a8f3_96.webp","","","","","843887db99096a7478e94681dd73200206100bf82665931b811bcc66b959b662"
"required","mod","1.21.11","inventory-management","fabric","1.6.1+1.21.11","Inventory Management","Sort/transfer items easily","Inventory Enhancements","inventorymanagement-1.6.1+1.21.11.jar","","","26.1.2","1.6.1+1.21.11","https://cdn.modrinth.com/data/F7wXag4i/versions/j6rPwIOk/inventorymanagement-1.6.1%2B1.21.11.jar","1.21.11","https://modrinth.com/mod/inventory-management","https://cdn.modrinth.com/data/F7wXag4i/versions/j6rPwIOk/inventorymanagement-1.6.1%2B1.21.11.jar","","","","","","","","modrinth","modrinth","required","required","Inventory Management","Sort and transfer items with the click of a button.","https://cdn.modrinth.com/data/F7wXag4i/952573630299e4f7b3a5458a1cde25d8d52f5cb1_96.webp","https://github.com/Roundaround/mc-fabric-inventory-management/issues","https://github.com/Roundaround/mc-fabric-inventory-management","","1.18.2,1.19,1.19.1,1.19.2,1.19.3,1.19.4,1.20,1.20.1,1.20.2,1.20.3,1.20.4,1.20.5,1.20.6,1.21,1.21.1,1.21.10,1.21.2,1.21.3,1.21.4,1.21.5,1.21.6,1.21.7,1.21.8,1.21.9","25995d68d9aceee95082ee368e37ad6eaaafa905ad4587ce50c2580019782b17"
"required","mod","1.21.11","itemlocks","fabric","1.21.11-1.3.13","ItemLocks","Prevent accidental item loss by locking slots","Inventory Enhancements","ItemLocks-Fabric-1.21.11-1.3.13.jar","","","26.1.2","1.21.11-1.3.13","https://cdn.modrinth.com/data/tJzrFuyy/versions/l43Plki8/ItemLocks-Fabric-1.21.11-1.3.13.jar","1.21.11","https://modrinth.com/mod/itemlocks","https://cdn.modrinth.com/data/tJzrFuyy/versions/l43Plki8/ItemLocks-Fabric-1.21.11-1.3.13.jar","","","","","required: 9s6osm5g,9s6osm5g; optional: mOgUt4GM","","","modrinth","modrinth","required","unsupported","ItemLocks","Lock your inventory items to prevent accidental loss of items.","https://cdn.modrinth.com/data/tJzrFuyy/44ebf30cca22d764ffffd3428bc7613e58e7a69f.png","https://github.com/Kirdow/ItemLocks-Issues","","https://itemlocks.com/","1.18.2,1.19.2,1.19.3,1.19.4,1.20,1.20.1,1.20.2,1.20.3,1.20.4,1.20.5,1.20.6,1.21,1.21.1,1.21.2,1.21.3,1.21.4,1.21.5,1.21.6,1.21.7,1.21.8","70fe0c9ace11c3b8d78f96a2d3a5ac9c13ad9a82c628f26cb9a60260899d60dc"
"required","mod","1.21.11","stack-refill","fabric","1.21.11-5.0-fabric+forge+neo","Stack Refill","Automatically refills depleted items","Inventory Enhancements","stackrefill-1.21.11-5.0.jar","","","26.1.2","1.21.11-5.0-fabric+forge+neo","https://cdn.modrinth.com/data/mQWkB9ON/versions/56HQnvhL/stackrefill-1.21.11-5.0.jar","1.21.11","https://modrinth.com/mod/stack-refill","https://cdn.modrinth.com/data/mQWkB9ON/versions/56HQnvhL/stackrefill-1.21.11-5.0.jar","","required: e0M1UDsY","","","required: e0M1UDsY,e0M1UDsY,e0M1UDsY,e0M1UDsY,e0M1UDsY","","","modrinth","modrinth","required","required","Stack Refill","📚 Automatically refills the player's hand when using the final item if a replacement exists.","https://cdn.modrinth.com/data/mQWkB9ON/629d108902dcfee2378c7ee0e48460ad80a369fa_96.webp","https://github.com/Serilum/.issue-tracker/labels/Mod: Stack Refill","https://github.com/Serilum/Stack-Refill","","1.16.5,1.18.2,1.19.2,1.19.3,1.19.4,1.20,1.20.1,1.20.2,1.20.3,1.20.4,1.20.5,1.20.6,1.21,1.21.1,1.21.10,1.21.2,1.21.3,1.21.4,1.21.5,1.21.6,1.21.7,1.21.8,1.21.9","b45d859615208c988706066ed8a16fc3b52fad08bac9d9583ee5898fc584c953"
"required","mod","1.21.11","craftable-name-tag","fabric","1.21.11-0.1","CraftableNameTag","Allows Name Tag crafting","Inventory Enhancements","FABRIC-1.21.11-0.1.jar","","","26.1.2","1.21.11-0.1","https://cdn.modrinth.com/data/mi57UBwo/versions/srR2N0AT/FABRIC-1.21.11-0.1.jar","1.21.11","https://modrinth.com/datapack/craftable-name-tag","https://cdn.modrinth.com/data/mi57UBwo/versions/srR2N0AT/FABRIC-1.21.11-0.1.jar","","required: P7dR8mSH","","","required: P7dR8mSH","","","modrinth","modrinth","optional","required","Craftable Name Tag","Makes the Name Tag craftable","https://cdn.modrinth.com/data/mi57UBwo/d087aad208bf88342f8bd516a70937e608f74b52.png","","","","1.18,1.18.1,1.18.2,1.19,1.19.1,1.19.2,1.19.3,1.19.4,1.20,1.20.1,1.20.2,1.20.3,1.20.4,1.20.5,1.20.6,1.21,1.21.1,1.21.10,1.21.2,1.21.3,1.21.4,1.21.5,1.21.6,1.21.7,1.21.8,1.21.9","007f8ccd89e592ef0c76c5a18b2544e0032adcbc73a651c328c5e221a65776f8"
"required","mod","1.21.11","open-parties-and-claims","fabric","fabric-1.21.11-0.27.5","Open Parties and Claims","Land claims, chunk loading, and parties","Multiplayer & Server","open-parties-and-claims-fabric-1.21.11-0.27.5.jar","","","26.1.2","fabric-1.21.11-0.27.5","https://cdn.modrinth.com/data/gF3BGWvG/versions/DEb4IjSQ/open-parties-and-claims-fabric-1.21.11-0.27.5.jar","1.21.11","https://modrinth.com/mod/open-parties-and-claims","https://cdn.modrinth.com/data/gF3BGWvG/versions/DEb4IjSQ/open-parties-and-claims-fabric-1.21.11-0.27.5.jar","","required: ohNO6lps,P7dR8mSH","","","required: ohNO6lps,P7dR8mSH,ohNO6lps,P7dR8mSH,P7dR8mSH,ohNO6lps,P7dR8mSH,ohNO6lps,ohNO6lps,P7dR8mSH,P7dR8mSH,ohNO6lps,P7dR8mSH,ohNO6lps,ohNO6lps,P7dR8mSH,P7dR8mSH,ohNO6lps,P7dR8mSH,ohNO6lps,ohNO6lps,P7dR8mSH","","","modrinth","modrinth","optional","required","Open Parties and Claims","Adds the ability to claim chunks and make player parties, integrates with Xaero's Minimap and World Map","https://cdn.modrinth.com/data/gF3BGWvG/410c5443b268912b11709e7d03dd9ec3fda38ea5.png","https://github.com/thexaero/open-parties-and-claims/issues","https://github.com/thexaero/open-parties-and-claims","","1.18.2,1.19,1.19.1,1.19.1-pre1,1.19.1-pre2,1.19.1-pre3,1.19.1-pre4,1.19.1-pre5,1.19.1-pre6,1.19.1-rc1,1.19.1-rc2,1.19.1-rc3,1.19.2,1.19.3,1.19.4,1.20,1.20-rc1,1.20.1,1.20.2,1.20.3,1.20.4,1.20.5,1.20.6,1.21,1.21.1,1.21.10,1.21.3,1.21.4,1.21.5,1.21.6,1.21.8,1.21.9","737263b6e9046214648d01fa84e93a1c2fd41b233db90669cfe4c4cd1f3c3e5c"
"required","mod","1.21.11","universal-graves","fabric","3.10.2+1.21.11","Universal Graves","Customisable death graves","Multiplayer & Server","graves-3.10.2+1.21.11.jar","","","26.1.2","3.10.2+1.21.11","https://cdn.modrinth.com/data/yn9u3ypm/versions/rZeFZ5ip/graves-3.10.2%2B1.21.11.jar","1.21.11","https://modrinth.com/mod/universal-graves","https://cdn.modrinth.com/data/yn9u3ypm/versions/rZeFZ5ip/graves-3.10.2%2B1.21.11.jar","","required: xGdtZczs","","","required: xGdtZczs","","","modrinth","modrinth","unsupported","required","Universal Graves","Customisable grave mod for Fabric!","https://cdn.modrinth.com/data/yn9u3ypm/a933032aa191fdc43cd439074f5713f8351e7af9.png","https://github.com/Patbox/UniversalGraves/issues","https://github.com/Patbox/UniversalGraves","","1.17,1.17.1,1.18,1.18-rc1,1.18-rc2,1.18-rc3,1.18.1,1.18.2,1.19,1.19-rc2,1.19.1,1.19.2,1.19.3,1.19.3-rc3,1.19.4,1.19.4-rc2,1.20,1.20-rc1,1.20.1,1.20.2,1.20.2-rc2,1.20.3,1.20.3-rc1,1.20.4,1.20.5,1.20.6,1.21,1.21-rc1,1.21.1,1.21.10,1.21.2,1.21.3,1.21.4,1.21.4-rc1,1.21.5,1.21.5-rc2,1.21.6,1.21.7,1.21.8,1.21.9,1.21.9-rc1","c247c82bca570d4a57a70fb01c552360c83bd648f1dbd90f577411302e11af30"
"required","mod","1.21.11","styled-chat","fabric","2.11.0+1.21.11","Styled Chat","Custom in-game chat styling","Multiplayer & Server","styled-chat-2.11.0+1.21.11.jar","","","26.1.2","2.11.0+1.21.11","https://cdn.modrinth.com/data/doqSKB0e/versions/nW0Cfq7D/styled-chat-2.11.0%2B1.21.11.jar","1.21.11","https://modrinth.com/mod/styled-chat","https://cdn.modrinth.com/data/doqSKB0e/versions/nW0Cfq7D/styled-chat-2.11.0%2B1.21.11.jar","","","","","","","","modrinth","modrinth","unsupported","required","Styled Chat","Style your server's chat as you want!","https://cdn.modrinth.com/data/doqSKB0e/bab343cc1b3e814755ace1a98c89e1ced8ae1a15.png","https://github.com/Patbox/StyledChat/issues","https://github.com/Patbox/StyledChat","https://github.com/Patbox/StyledChat","1.17,1.17.1,1.18,1.18.1,1.18.2,1.19,1.19-rc2,1.19.1,1.19.2,1.19.3,1.19.3-rc1,1.19.4,1.20,1.20-rc1,1.20.1,1.20.2,1.20.2-rc2,1.20.3,1.20.3-rc1,1.20.4,1.20.5,1.20.5-rc2,1.20.6,1.21,1.21-rc1,1.21.1,1.21.10,1.21.2,1.21.2-rc1,1.21.3,1.21.4,1.21.5,1.21.5-rc1,1.21.6,1.21.7,1.21.8,1.21.9,1.21.9-rc1","e8eefdaa5a5682429d3a6ee36af3301b231bde053f274352bddad88c95334ce1"
"required","mod","1.21.11","styledplayerlist","fabric","3.10.0+1.21.11","Styled Player List","Customisable player tab list","Multiplayer & Server","styledplayerlist-3.10.0+1.21.11.jar","","","26.1.2","3.10.0+1.21.11","https://cdn.modrinth.com/data/DQIfKUHf/versions/YpJjE4zz/styledplayerlist-3.10.0%2B1.21.11.jar","1.21.11","https://modrinth.com/mod/styledplayerlist","https://cdn.modrinth.com/data/DQIfKUHf/versions/YpJjE4zz/styledplayerlist-3.10.0%2B1.21.11.jar","","","","","","","","modrinth","modrinth","unsupported","required","Styled Player List","This mod allows server owners to change player list look!","https://cdn.modrinth.com/data/DQIfKUHf/944f7d9c6d890a956699bc4932433629cd9b3730.png","https://github.com/Patbox/StyledPlayerList/issues","https://github.com/Patbox/StyledPlayerList","","1.16.2,1.16.3,1.16.4,1.16.5,1.17,1.17-pre2,1.17-rc2,1.17.1,1.18,1.18.1,1.18.2,1.19,1.19-rc2,1.19.1,1.19.2,1.19.3,1.19.3-rc1,1.19.4,1.20,1.20-rc1,1.20.1,1.20.2,1.20.2-rc2,1.20.3,1.20.3-rc1,1.20.4,1.20.5,1.20.5-rc2,1.20.6,1.21,1.21-rc1,1.21.1,1.21.10,1.21.2,1.21.2-rc1,1.21.3,1.21.4,1.21.5,1.21.5-rc1,1.21.6,1.21.7,1.21.8,1.21.9,1.21.9-rc1","0e3a9a7d253cf1fc4d0ae8021a547f7340e7f886b06fdb892f3e1edf5b1c133e"
"required","mod","1.21.11","pets-dont-die","fabric","1.1.5+mod","Pets Don't Die","Makes tameable mobs immortal (with exceptions)","Multiplayer & Server","pets-dont-die-1.1.5.jar","","","26.1.2","1.1.5+mod","https://cdn.modrinth.com/data/5H9ypkdW/versions/uMOvPLUi/pets-dont-die-1.1.5.jar","1.21.5","https://modrinth.com/mod/pets-dont-die","https://cdn.modrinth.com/data/5H9ypkdW/versions/uMOvPLUi/pets-dont-die-1.1.5.jar","","","","","","","","modrinth","modrinth","optional","required","Pets Don't Die","This data pack makes pets (tameable mobs) unable to die*.","https://cdn.modrinth.com/data/5H9ypkdW/f9b9d00abb73c477455c8a8efd4b9a222cc19614_96.webp","https://github.com/E8zEbo8Luna/PetsDontDie/issues","https://github.com/E8zEbo8Luna/PetsDontDie","","1.21.5","784748cef8289a2dd07970643b005a0bf1958b7f41feac2593c008e16eb973f5"
"required","mod","1.21.11","sodium","fabric","mc1.21.11-0.8.13-beta.2-fabric","Sodium","The fastest and most compatible rendering optimization mod for Minecraft","Performance","sodium-fabric-0.8.13-beta.2+mc1.21.11.jar","","","26.1.2","mc1.21.11-0.8.13-beta.2-fabric","https://cdn.modrinth.com/data/AANobbMI/versions/paat5Nz2/sodium-fabric-0.8.13-beta.2%2Bmc1.21.11.jar","1.21.11","https://modrinth.com/mod/sodium","https://cdn.modrinth.com/data/AANobbMI/versions/paat5Nz2/sodium-fabric-0.8.13-beta.2%2Bmc1.21.11.jar","","","","","","","","modrinth","modrinth","required","unsupported","Sodium","A high-performance rendering engine replacement for Minecraft, which greatly improves frame rates and reduces micro-stutter.","https://cdn.modrinth.com/data/AANobbMI/295862f4724dc3f78df3447ad6072b2dcd3ef0c9_96.webp","https://github.com/CaffeineMC/sodium/issues","https://github.com/CaffeineMC/sodium","https://github.com/CaffeineMC/sodium/wiki","1.16.3,1.16.4,1.16.5,1.17,1.17.1,1.18,1.18.1,1.18.2,1.19,1.19.1,1.19.2,1.19.3,1.19.4,1.20,1.20.1,1.20.2,1.20.3,1.20.4,1.20.5,1.20.6,1.21,1.21.1,1.21.10,1.21.2,1.21.3,1.21.4,1.21.5,1.21.6,1.21.7,1.21.8,1.21.9","386750056222273431cb74d3ce9e587b3456541bc590f79a3322521ed1bd55d1"
"required","mod","1.21.11","ferrite-core","fabric","8.2.0-fabric","FerriteCore","Reduces memory usage","Performance","ferritecore-8.2.0-fabric.jar","","","26.1.2","8.2.0-fabric","https://cdn.modrinth.com/data/uXXizFIs/versions/Ii0gP3D8/ferritecore-8.2.0-fabric.jar","1.21.11","https://modrinth.com/mod/ferrite-core","https://cdn.modrinth.com/data/uXXizFIs/versions/Ii0gP3D8/ferritecore-8.2.0-fabric.jar","","","","","","","","modrinth","modrinth","optional","optional","FerriteCore","Memory usage optimizations","https://cdn.modrinth.com/data/uXXizFIs/222a126f26f8f9ae1eb339f3b767677f18bff31f_96.webp","https://github.com/malte0811/FerriteCore/issues","https://github.com/malte0811/FerriteCore","","1.16.5,1.17,1.17.1,1.18,1.18.1,1.18.2,1.19,1.19.1,1.19.2,1.19.3,1.19.4,1.20,1.20.1,1.20.2,1.20.4,1.20.5,1.20.6,1.21,1.21.1,1.21.3,1.21.4,1.21.5,1.21.6,1.21.7,1.21.8,1.21.9","f4154171e65aeb913ee1aeb58a46e5d6e9063254b701fbe49aef2c5aba958dc9"
"required","mod","1.21.11","blast","fabric","1.13.6-1.21.11","BLAST","Performance optimisations and anti-crash","Performance","blast-1.13.6-1.21.11.jar","","","26.1.2","1.13.6-1.21.11","https://cdn.modrinth.com/data/hrVBD9fd/versions/8WjkBiFT/blast-1.13.6-1.21.11.jar","1.21.11","https://modrinth.com/mod/blast","https://cdn.modrinth.com/data/hrVBD9fd/versions/8WjkBiFT/blast-1.13.6-1.21.11.jar","","required: 9Ya7Yyre,P7dR8mSH","","","required: 9Ya7Yyre,P7dR8mSH","","","modrinth","modrinth","required","required","BLAST","A mod about bombs.","https://cdn.modrinth.com/data/hrVBD9fd/a5c52019acfdf497b795c85b2e0510ce1f6b5601.png","https://github.com/Ladysnake/BLAST/issues","https://github.com/Ladysnake/BLAST","https://ladysnake.org/wiki/blast","1.14.4,1.15.1,1.16.1,1.16.3,1.16.4,1.16.5,1.17,1.17.1,1.18,1.18.1,1.18.2,1.19,1.19.2,1.20.1,1.21.1,1.21.10,1.21.5,1.21.6,1.21.7,1.21.8,1.21.9,20w06a,20w13b,20w17a,21w14a","18eefc9013fbab8f17d23b6a9fc0a94aba87f9484db67af5fac8c8b6ec6411fe"
"required","mod","1.21.11","inertiaanticheat","fabric","1.1.1.2","InertiaAntiCheat","Required anti-cheat mod for server access","Protection","InertiaAntiCheat-1.1.1.2.jar","","","26.1.2","1.1.1.2","https://cdn.modrinth.com/data/ljWczies/versions/yZf3jxN4/InertiaAntiCheat-1.1.1.2.jar","1.21.11","https://modrinth.com/mod/inertiaanticheat","https://cdn.modrinth.com/data/ljWczies/versions/yZf3jxN4/InertiaAntiCheat-1.1.1.2.jar","","required: P7dR8mSH","","","required: P7dR8mSH","","","modrinth","modrinth","required","required","Inertia Anti Cheat","Stop people from using unwanted mods on your server!","https://cdn.modrinth.com/data/ljWczies/e0d2e7e3e6ced69a341950801b5e5e4fbf09f6da.webp","https://github.com/DiffuseHyperion/InertiaAntiCheat/issues","https://github.com/DiffuseHyperion/InertiaAntiCheat","https://github.com/DiffuseHyperion/InertiaAntiCheat/wiki","1.17,1.17.1,1.18,1.18.1,1.18.2,1.19,1.19.1,1.19.2,1.19.3,1.19.4,1.20,1.20.1,1.20.2,1.20.3,1.20.4,1.20.5,1.20.6,1.21,1.21.1,1.21.3,1.21.4,1.21.5,1.21.6,1.21.7,1.21.8","e84ebccd4edab2a2d8bd075f5f4409c00d72c087a8f6bfad4583fa829a815d2d"
"required","mod","1.21.11","iris","fabric","1.10.7+1.21.11-fabric","Iris","Shaders mod compatible with OptiFine packs","Shaders","iris-fabric-1.10.7+mc1.21.11.jar","","","26.1.2","1.10.7+1.21.11-fabric","https://cdn.modrinth.com/data/YL57xq9U/versions/fDpuVzVr/iris-fabric-1.10.7%2Bmc1.21.11.jar","1.21.11","https://modrinth.com/mod/iris","https://cdn.modrinth.com/data/YL57xq9U/versions/fDpuVzVr/iris-fabric-1.10.7%2Bmc1.21.11.jar","","required: AANobbMI","","","required: AANobbMI","","","modrinth","modrinth","required","unsupported","Iris Shaders","A modern shader pack loader for Minecraft intended to be compatible with existing OptiFine shader packs","https://cdn.modrinth.com/data/YL57xq9U/18d0e7f076d3d6ed5bedd472b853909aac5da202_96.webp","https://github.com/IrisShaders/Iris/issues","https://github.com/IrisShaders/Iris","","1.16.5,1.17,1.17.1,1.18,1.18.1,1.18.2,1.19,1.19.1,1.19.2,1.19.3,1.19.4,1.20,1.20.1,1.20.2,1.20.3,1.20.4,1.20.5,1.20.6,1.21,1.21.1,1.21.10,1.21.2,1.21.3,1.21.4,1.21.5,1.21.6,1.21.7,1.21.8,1.21.9","5ad83b99ef0e4ee442029e6f71eb1247c45b3606b377d3d7f36fb22f02a38dc3"
"required","mod","1.21.11","betterf3","fabric","17.0.0","BetterF3","Customisable debug HUD","Performance","BetterF3-17.0.0-Fabric-1.21.11.jar","","","26.1.2","17.0.0","https://cdn.modrinth.com/data/8shC1gFX/versions/Qw1nhj7u/BetterF3-17.0.0-Fabric-1.21.11.jar","1.21.11","https://modrinth.com/mod/betterf3","https://cdn.modrinth.com/data/8shC1gFX/versions/Qw1nhj7u/BetterF3-17.0.0-Fabric-1.21.11.jar","","required: 9s6osm5g,P7dR8mSH; optional: mOgUt4GM","","","required: 9s6osm5g,9s6osm5g; optional: mOgUt4GM","","","modrinth","modrinth","required","unsupported","BetterF3","BetterF3 is a mod that replaces Minecraft's original debug HUD with a highly customizable, more human-readable HUD.","https://cdn.modrinth.com//data/8shC1gFX/icon.png","https://github.com/TreyRuffy/BetterF3/issues/","https://github.com/TreyRuffy/BetterF3","","1.16,1.16.1,1.16.2,1.16.3,1.16.4,1.16.5,1.17,1.17.1,1.18,1.18.1,1.18.1-pre1,1.18.2,1.19,1.19-rc1,1.19-rc2,1.19.1,1.19.2,1.19.3,1.19.3-pre2,1.19.4,1.20,1.20.1,1.20.2,1.20.3,1.20.4,1.20.5,1.20.6,1.21,1.21.1,1.21.2,1.21.3,1.21.4,1.21.5,1.21.6,1.21.7,1.21.8,22w42a,24w12a","b113bb48209cfa7002de65bffc819f5ff73d506d734221d32f3ecf4e1ff8ea2d"
"required","mod","1.21.11","egg-of-capitalism","fabric","mc1.20.5-4.0","Egg Of Capitalism","Drops a personal dragon egg upon ""The End"" achievement","Miscellaneous","egg-of-capitalism-mc1.20.5-4.0.jar","","","26.1.2","mc1.20.5-4.0","https://cdn.modrinth.com/data/llThBwQo/versions/S5qEeVFl/egg-of-capitalism-mc1.20.5-4.0.jar","1.21.11","https://modrinth.com/mod/egg-of-capitalism","https://cdn.modrinth.com/data/llThBwQo/versions/S5qEeVFl/egg-of-capitalism-mc1.20.5-4.0.jar","","","","","","","","modrinth","modrinth","unsupported","required","Egg Of Capitalism","Get a dragon egg for every ""The End."" achievement.","https://cdn.modrinth.com/data/llThBwQo/icon.png","https://github.com/Kir-Antipov/egg-of-capitalism/issues/new/choose","https://github.com/Kir-Antipov/egg-of-capitalism","","","e37decb586ae1098fd2b1e92f65c418e0ce9ca679746d3281f0654ffd572136e"
"admin","mod","1.21.11","litematica","fabric","0.26.9","Litematica","Schematic-based building tool for administrators","Admin","litematica-fabric-1.21.11-0.26.9.jar","","","26.1.2","0.26.9","https://cdn.modrinth.com/data/bEpr0Arc/versions/IfCSPKze/litematica-fabric-1.21.11-0.26.9.jar","1.21.11","https://modrinth.com/mod/litematica","https://cdn.modrinth.com/data/bEpr0Arc/versions/IfCSPKze/litematica-fabric-1.21.11-0.26.9.jar","","required: GcWjdA9I","","","required: GcWjdA9I","","","modrinth","modrinth","required","unsupported","Litematica","A client-side schematic mod with extra features for creative mode work","https://cdn.modrinth.com/data/bEpr0Arc/25b5529d7a3b030ac136a6ce879d8ed2a1aa4a8d.png","https://github.com/sakura-ryoko/litematica/issues/","https://github.com/maruohon/litematica/","https://github.com/maruohon/litematica/wiki","1.12,1.12.1,1.12.2,1.13.2,1.14,1.14.2,1.14.3,1.14.4,1.15,1.15.1,1.15.2,1.16,1.16-pre2,1.16-pre3,1.16.1,1.16.2,1.16.3,1.16.4,1.16.5,1.17,1.17-pre4,1.17.1,1.18,1.18.1,1.18.2,1.19,1.19.1,1.19.2,1.19.3,1.19.4,1.19.4-pre2,1.20.1,1.20.2,1.20.3,1.20.4,1.20.6,1.21,1.21.1,1.21.10,1.21.2,1.21.3,1.21.4,1.21.5,1.21.6,1.21.7,1.21.8,1.21.9,19w36a,19w37a,20w06a,20w09a,20w10a,20w11a,20w12a,20w13a,20w14a,20w15a,20w16a,20w17a,20w18a,20w19a,20w20b,20w21a,20w22a,20w45a,20w48a,20w49a,20w51a,21w05a,21w08b,21w14a,21w18a,23w43b","964a040584bbf66d40ef47949b40660e36c4bb8fd7fbde0f980635b21775e644"
"required","mod","1.21.11","amecs-reborn","fabric","2.0.2+mc1.21.5","Amecs Reborn","A mod that adds mouse and keyboard controls to Minecraft allowing for better control schemes","Core & Utility","Amecs-Reborn-2.0.2+mc1.21.5.jar","","","26.1.2","2.0.2+mc1.21.6","https://cdn.modrinth.com/data/IjgEpZeq/versions/j16OyjKh/Amecs-Reborn-2.0.2%2Bmc1.21.6.jar","1.21.6","https://modrinth.com/mod/amecs-reborn","https://cdn.modrinth.com/data/IjgEpZeq/versions/HnQJNS8B/Amecs-Reborn-2.0.2%2Bmc1.21.5.jar","","required: P7dR8mSH,wxtqhcW6","","","required: wxtqhcW6,P7dR8mSH","","","modrinth","modrinth","required","unsupported","Amecs Reborn","Allows you to set modifiers on your Keybinds. A continuation of the original mod for 1.21 and beyond!","https://cdn.modrinth.com/data/IjgEpZeq/3d37072cab39ca1baadfcec404b888d645f8f3dc_96.webp","https://github.com/MisterCheezeCake/Amecs-Reborn/issues","https://github.com/MisterCheezeCake/Amecs-Reborn","","1.21.1,1.21.3,1.21.4,1.21.5,1.21.6","f8f25ea659a8f8bd9de80a606e15284dce53fa009a49a547dc5eb6f0f96f0c50"
